year,make,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,configuration_engine,horsepower_engine,torque_engine,type_engine,name_transmission,drivenWheels,market_categories,highway_mpg,city_mpg,segment
2021,Toyota,used,880.0,suv,48243.0,28901,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,33.0,27.0,3
2024,Toyota,new,880.0,suv,,34805,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,34.0,27.0,3
2024,Toyota,new,880.0,suv,,35184,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,34.0,27.0,3
2021,Toyota,used,880.0,suv,31791.0,27901,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,35.0,28.0,3
2022,Toyota,used,880.0,suv,25869.0,25999,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,34.0,27.0,3
2024,Toyota,new,880.0,suv,,33183,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,33.0,27.0,3
2024,Toyota,new,880.0,suv,,33141,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,34.0,27.0,3
2021,Honda,used,2092.0,crossover,39521.0,22668,4.0,1.8,inline,141.0,127.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,2
2017,Toyota,used,906.0,truck,68790.0,31901,6.0,3.5,V,278.0,265.0,gas,,AWD,,,,3
2024,Toyota,new,906.0,truck,,42141,,,,,,,,,,,,4
2024,Toyota,new,2119.0,suv,,37755,,,,,,,,,,,,4
2024,Toyota,new,2119.0,suv,,37755,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,4
2024,Toyota,new,2119.0,suv,,41507,,,,,,,,,,,,4
2024,Toyota,new,2119.0,suv,,42706,,,,,,,,,,,,4
2024,Toyota,new,2119.0,suv,1.0,38008,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,4
2010,Honda,used,873.0,suv,69427.0,16501,4.0,2.4,inline,166.0,161.0,gas,5A,FWD,Crossover,25.0,20.0,2
2017,Nissan,certified pre-owned,1496.0,suv,58684.0,18495,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,21.0,2
2024,Toyota,new,2617.0,suv,1.0,49038,4.0,2.4,inline,265.0,310.0,gas,8A,FWD,Crossover,28.0,21.0,4
2024,Toyota,new,2617.0,suv,,58627,4.0,2.4,inline,265.0,310.0,gas,8A,AWD,Crossover,,,5
2024,Toyota,new,911.0,minivan,,41145,4.0,2.5,inline,245.0,,hybrid,Continuously Variable,FWD,Hybrid,36.0,36.0,4
2021,Toyota,used,886.0,suv,39233.0,34901,6.0,3.5,V,295.0,263.0,gas,8A,FWD,Crossover,29.0,21.0,3
2024,Toyota,new,894.0,truck,,41029,,,,,,,,,,,,4
2024,Toyota,new,894.0,truck,1.0,45433,6.0,3.5,V,348.0,405.0,gas,10A,AWD,,23.0,17.0,4
2024,Toyota,new,909.0,sedan,,26131,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,40.0,31.0,3
2020,Toyota,used,908.0,suv,49533.0,34901,6.0,4.0,V,270.0,278.0,gas,5A,AWD,,20.0,17.0,3
2024,Toyota,new,2119.0,suv,,43986,,,,,,,,,,,,4
2022,Audi,used,2172.0,sedan,37430.0,32678,4.0,2.0,inline,261.0,273.0,mild hybrid,7A,AWD,"Luxury,Performance,Hatchback",31.0,24.0,3
2024,Volvo,new,1774.0,suv,9.0,63095,4.0,2.0,inline,295.0,310.0,mild hybrid,8A,AWD,"Luxury,Crossover",26.0,20.0,6
2016,Volvo,used,1780.0,suv,67979.0,14701,4.0,2.0,inline,240.0,258.0,gas,8A,FWD,"Luxury,Crossover",31.0,23.0,2
2021,Volvo,certified pre-owned,1774.0,suv,44900.0,48999,4.0,2.0,inline,400.0,472.0,plug-in hybrid,8A,AWD,"Luxury,Crossover,Performance",28.0,26.0,4
2023,Volvo,new,2472.0,suv,4936.0,60740,0.0,,,,,electric,1D,AWD,"Luxury,High-Performance,Crossover,Hatchback",,,5
2024,Volvo,new,2235.0,suv,13.0,56870,,,,,,,,,,,,5
2024,Volvo,new,1774.0,suv,5.0,77870,4.0,2.0,inline,455.0,523.0,plug-in hybrid,8A,AWD,"Luxury,High-Performance,Crossover",,,7
2024,Volvo,new,1780.0,suv,7.0,54655,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",28.0,22.0,5
2024,Volvo,new,1780.0,suv,4.0,53155,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",28.0,22.0,5
2024,Volvo,new,1780.0,suv,6077.0,52040,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",28.0,22.0,5
2024,Nissan,new,1506.0,truck,1.0,41615,8.0,5.6,V,400.0,413.0,gas,9A,RWD,,21.0,15.0,4
2024,Nissan,new,1506.0,truck,7.0,43175,8.0,5.6,V,400.0,413.0,gas,9A,RWD,,21.0,15.0,4
2024,Nissan,new,1501.0,truck,6.0,34008,6.0,3.8,V,310.0,281.0,gas,9A,RWD,,24.0,18.0,3
2024,Nissan,new,1501.0,truck,4.0,33054,6.0,3.8,V,310.0,281.0,gas,9A,RWD,,24.0,18.0,3
2024,Nissan,new,1512.0,sedan,,22405,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,40.0,30.0,2
2024,Nissan,new,1512.0,sedan,3.0,25430,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,3
2024,Nissan,new,1512.0,sedan,,23810,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,,23720,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2024,Nissan,new,1512.0,sedan,,27040,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,3
2024,Nissan,new,1516.0,sedan,5.0,17119,4.0,1.6,inline,122.0,114.0,gas,5M,FWD,,35.0,27.0,2
2024,Nissan,new,1496.0,suv,3.0,39550,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,4
2024,Nissan,new,1491.0,suv,1.0,44841,6.0,3.5,V,284.0,259.0,gas,9A,FWD,"Crossover,Performance",27.0,20.0,4
2024,Nissan,new,1491.0,suv,60.0,48677,6.0,3.5,V,284.0,259.0,gas,9A,FWD,"Crossover,Performance",27.0,20.0,4
2022,Tesla,used,2217.0,sedan,56547.0,25401,0.0,,,,,electric,1D,RWD,"Luxury,Performance",,,3
2021,Ford,used,975.0,suv,55567.0,17701,3.0,1.5,inline,181.0,190.0,gas,8A,FWD,Crossover,34.0,28.0,2
2021,Ford,used,975.0,suv,58129.0,18601,3.0,1.5,inline,181.0,190.0,gas,8A,AWD,Crossover,31.0,26.0,2
2019,Honda,used,862.0,sedan,32021.0,17901,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2024,Toyota,new,880.0,suv,3.0,29690,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,Crossover,35.0,27.0,3
2023,Toyota,used,880.0,suv,32411.0,27901,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,33.0,27.0,3
2022,Toyota,used,903.0,sedan,36981.0,26901,6.0,3.5,V,301.0,267.0,gas,8A,FWD,,32.0,22.0,3
2024,Toyota,new,883.0,sedan,1.0,32995,4.0,2.5,inline,206.0,186.0,gas,8A,FWD,,38.0,27.0,3
2023,Acura,used,1341.0,suv,7179.0,40803,4.0,2.0,inline,272.0,280.0,gas,10A,FWD,"Luxury,Crossover,Performance",27.0,22.0,4
2016,Toyota,used,911.0,minivan,86699.0,21344,6.0,3.5,V,266.0,245.0,gas,6A,FWD,,25.0,18.0,2
2022,Toyota,used,911.0,minivan,34812.0,38901,4.0,2.5,inline,245.0,,hybrid,Continuously Variable,FWD,Hybrid,36.0,36.0,4
2015,Toyota,used,906.0,truck,115204.0,19901,4.0,2.7,inline,159.0,180.0,gas,4A,RWD,,24.0,19.0,2
2024,Toyota,new,894.0,truck,5.0,53038,6.0,3.5,V,389.0,479.0,gas,10A,AWD,,23.0,17.0,5
2022,Toyota,used,2449.0,crossover,31698.0,24901,4.0,2.0,inline,169.0,150.0,gas,Continuously Variable,AWD,Crossover,32.0,29.0,2
2022,Tesla,used,2101.0,suv,29308.0,72899,0.0,,,,,electric,1D,AWD,"Luxury,High-Performance,Crossover",,,6
2022,Nissan,used,2175.0,crossover,46886.0,17801,4.0,2.0,inline,141.0,147.0,gas,Continuously Variable,AWD,Crossover,30.0,24.0,2
2022,Toyota,used,885.0,hatchback,33851.0,21901,4.0,1.8,inline,121.0,,hybrid,Continuously Variable,FWD,"Hybrid,Hatchback",,,2
2021,Honda,used,862.0,hatchback,41548.0,21901,4.0,1.5,inline,180.0,162.0,gas,Continuously Variable,FWD,"Performance,Hatchback",35.0,29.0,2
2021,Volvo,certified pre-owned,1774.0,suv,45524.0,38999,4.0,2.0,inline,316.0,295.0,gas,8A,AWD,"Luxury,Crossover,Performance",28.0,19.0,4
2024,Toyota,new,2119.0,suv,5.0,37726,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,4
2023,Acura,certified pre-owned,1349.0,hatchback,36970.0,26798,4.0,1.5,inline,200.0,192.0,gas,Continuously Variable,FWD,"Luxury,Hatchback",37.0,30.0,3
2024,Toyota,new,2119.0,suv,,38979,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,4
2024,Toyota,new,883.0,sedan,1.0,30295,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,3
2024,Acura,new,1346.0,suv,1.0,52100,6.0,3.5,V,290.0,267.0,gas,10A,FWD,"Luxury,Crossover",26.0,19.0,5
2024,Acura,used,1346.0,suv,5769.0,51666,6.0,3.5,V,290.0,267.0,gas,10A,AWD,"Luxury,Crossover",25.0,19.0,5
2020,Toyota,used,894.0,truck,63810.0,35901,8.0,5.7,V,381.0,401.0,gas,6A,RWD,,18.0,13.0,3
2023,Tesla,used,2217.0,sedan,25938.0,28901,0.0,,,,,electric,1D,RWD,"Luxury,Performance",,,3
2022,Toyota,used,2449.0,crossover,33249.0,23901,4.0,2.0,inline,169.0,150.0,gas,Continuously Variable,AWD,Crossover,32.0,29.0,2
2022,Toyota,used,2449.0,crossover,32485.0,24501,4.0,2.0,inline,169.0,150.0,gas,Continuously Variable,AWD,Crossover,32.0,29.0,2
2022,Lexus,used,1893.0,sedan,24445.0,32857,4.0,2.0,inline,241.0,258.0,gas,8A,RWD,Luxury,31.0,21.0,3
2024,Volvo,new,1774.0,suv,5.0,61230,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",27.0,22.0,5
2023,Acura,certified pre-owned,2060.0,sedan,12949.0,34919,4.0,2.0,inline,272.0,280.0,gas,10A,FWD,"Luxury,Performance",31.0,22.0,3
2023,Nissan,used,1506.0,truck,17515.0,43901,8.0,5.6,V,400.0,413.0,gas,9A,RWD,,21.0,16.0,4
2021,Chrysler,used,1294.0,minivan,72116.0,19834,6.0,3.6,V,287.0,262.0,gas,9A,FWD,,28.0,19.0,2
2022,Ram,used,1710.0,truck,13409.0,74888,8.0,6.4,V,410.0,429.0,gas,8A,AWD,Diesel,,,6
2022,Mazda,used,2346.0,suv,5327.0,24901,4.0,2.5,inline,186.0,186.0,gas,6A,AWD,Crossover,31.0,24.0,2
2021,Toyota,used,906.0,truck,46903.0,33901,6.0,3.5,V,278.0,265.0,gas,6A,RWD,,24.0,19.0,3
2024,Toyota,new,906.0,truck,,42271,4.0,2.4,inline,278.0,317.0,gas,8A,RWD,,,,4
2023,Toyota,used,883.0,sedan,29751.0,21801,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2021,Toyota,used,903.0,sedan,32328.0,30901,6.0,3.5,V,301.0,267.0,gas,8A,FWD,Performance,31.0,22.0,3
2023,Toyota,used,883.0,sedan,30431.0,23601,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2020,Acura,certified pre-owned,1341.0,suv,53214.0,31739,4.0,2.0,inline,272.0,280.0,gas,10A,AWD,"Luxury,Crossover,Performance",26.0,21.0,3
2024,Toyota,new,886.0,suv,3.0,43545,4.0,2.4,inline,265.0,310.0,gas,8A,AWD,Crossover,28.0,21.0,4
2014,Toyota,used,886.0,suv,147712.0,15494,6.0,3.5,V,270.0,248.0,gas,6A,FWD,Crossover,25.0,19.0,2
2017,Toyota,used,906.0,truck,62122.0,28518,6.0,3.5,V,278.0,265.0,gas,6A,RWD,,24.0,19.0,3
2024,Volvo,new,1776.0,sedan,,49575,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,FWD,Luxury,35.0,26.0,4
2022,Subaru,used,2031.0,sedan,37890.0,26901,4.0,2.4,flat,271.0,258.0,gas,6M,AWD,Performance,26.0,19.0,3
2023,Toyota,used,909.0,sedan,30464.0,18901,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,41.0,32.0,2
2023,Toyota,used,909.0,sedan,29538.0,19901,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,41.0,32.0,2
2024,Toyota,new,2292.0,sedan,,24480,4.0,1.8,inline,138.0,105.0,hybrid,Continuously Variable,FWD,Hybrid,,,2
2020,Jaguar,used,2122.0,suv,27007.0,31425,4.0,2.0,inline,247.0,269.0,gas,8A,AWD,"Luxury,Crossover",27.0,22.0,3
2021,Mercedes-Benz,used,2104.0,suv,5584.0,35901,4.0,2.0,inline,255.0,273.0,gas,9A,AWD,"Luxury,Crossover",28.0,21.0,3
2020,BMW,used,1327.0,suv,18654.0,26901,4.0,2.0,inline,228.0,258.0,gas,8A,AWD,"Luxury,Crossover",31.0,23.0,3
2024,Volvo,new,2150.0,wagon,5.0,61295,4.0,2.0,inline,295.0,310.0,mild hybrid,8A,AWD,"Crossover,Performance",29.0,22.0,5
2024,Volvo,new,1774.0,suv,,65395,4.0,2.0,inline,295.0,310.0,mild hybrid,8A,AWD,"Luxury,Crossover",26.0,20.0,6
2024,Volvo,new,1774.0,suv,5.0,65530,4.0,2.0,inline,295.0,310.0,mild hybrid,8A,AWD,"Luxury,Crossover",26.0,20.0,6
2024,Volvo,new,1774.0,suv,5.0,65570,4.0,2.0,inline,295.0,310.0,mild hybrid,8A,AWD,"Luxury,Crossover",26.0,20.0,6
2020,Volvo,used,1774.0,suv,29020.0,34414,4.0,2.0,inline,250.0,258.0,gas,8A,FWD,"Luxury,Crossover",30.0,21.0,3
2021,Volvo,certified pre-owned,2235.0,suv,33231.0,32999,4.0,2.0,inline,248.0,258.0,gas,8A,AWD,"Luxury,Crossover",30.0,22.0,3
2021,Volvo,certified pre-owned,1774.0,suv,30105.0,45999,4.0,2.0,inline,400.0,472.0,plug-in hybrid,8A,AWD,"Luxury,Crossover,Performance",28.0,26.0,4
2024,Volvo,new,1774.0,suv,5.0,76125,4.0,2.0,inline,455.0,523.0,plug-in hybrid,8A,AWD,"Luxury,High-Performance,Crossover",,,7
2024,Volvo,new,1774.0,suv,,83570,4.0,2.0,inline,455.0,523.0,plug-in hybrid,8A,AWD,"Luxury,High-Performance,Crossover",27.0,26.0,7
2024,Volvo,new,1774.0,suv,,85270,4.0,2.0,inline,455.0,523.0,plug-in hybrid,8A,AWD,"Luxury,High-Performance,Crossover",27.0,26.0,7
2024,Volvo,new,1774.0,suv,3661.0,82130,4.0,2.0,inline,455.0,523.0,plug-in hybrid,8A,AWD,"Luxury,High-Performance,Crossover",27.0,26.0,7
2024,Volvo,new,1774.0,suv,,77870,4.0,2.0,inline,455.0,523.0,plug-in hybrid,8A,AWD,"Luxury,High-Performance,Crossover",27.0,26.0,7
2024,Volvo,new,1774.0,suv,,63470,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",27.0,22.0,6
2024,Volvo,new,1774.0,suv,6.0,62030,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",27.0,22.0,5
2024,Volvo,new,1774.0,suv,,63470,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",27.0,22.0,6
2024,Volvo,new,1780.0,suv,8.0,54540,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",28.0,22.0,5
2024,Volvo,new,2235.0,suv,,50800,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",30.0,24.0,5
2024,Acura,new,1349.0,hatchback,5.0,35595,4.0,1.5,inline,200.0,192.0,gas,Continuously Variable,FWD,"Luxury,Hatchback",37.0,30.0,3
2019,Jeep,used,1408.0,suv,69503.0,17650,4.0,2.4,inline,180.0,171.0,gas,9A,FWD,Crossover,31.0,22.0,2
2015,Chevrolet,used,1270.0,coupe,52614.0,41255,8.0,6.2,V,460.0,465.0,gas,7M,RWD,High-Performance,29.0,17.0,4
2021,Chevrolet,used,1240.0,suv,70349.0,44213,8.0,5.3,V,355.0,383.0,gas,10A,RWD,"Diesel,Performance",20.0,16.0,4
2024,Acura,new,1341.0,suv,12.0,53645,4.0,2.0,inline,272.0,280.0,gas,10A,AWD,"Luxury,Crossover",27.0,21.0,5
2024,Acura,new,1341.0,suv,10.0,55645,4.0,2.0,inline,272.0,280.0,gas,10A,AWD,"Luxury,Crossover,Performance",26.0,21.0,5
2024,Acura,new,1346.0,suv,18.0,56345,6.0,3.5,V,290.0,267.0,gas,10A,FWD,"Luxury,Crossover",26.0,19.0,5
2024,Acura,new,1346.0,suv,9.0,62045,6.0,3.5,V,290.0,267.0,gas,10A,AWD,"Luxury,Crossover",25.0,19.0,5
2024,Acura,new,1346.0,suv,10.0,62045,6.0,3.5,V,290.0,267.0,gas,10A,AWD,"Luxury,Crossover",25.0,19.0,5
2024,Honda,used,867.0,suv,3607.0,35962,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,AWD,Crossover,32.0,27.0,3
2023,Honda,new,862.0,hatchback,11.0,50345,4.0,2.0,inline,315.0,310.0,gas,6M,FWD,"Factory Tuner,High-Performance,Hatchback",28.0,22.0,5
2017,Ford,used,999.0,truck,125278.0,43995,8.0,6.2,V,385.0,430.0,flex-fuel (FFV),6A,AWD,"Flex Fuel,Diesel",,,4
2020,Chevrolet,used,2156.0,hatchback,13438.0,18885,0.0,,,,,electric,1D,FWD,Hatchback,,,2
2020,Chevrolet,used,2156.0,hatchback,32807.0,17995,0.0,,,,,electric,1D,FWD,Hatchback,,,2
2024,Chevrolet,new,1281.0,truck,11.0,78625,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,7
2022,Chevrolet,used,1279.0,truck,21987.0,29195,4.0,2.7,inline,310.0,430.0,gas,8A,RWD,,22.0,19.0,3
2024,Chevrolet,new,1279.0,truck,20.0,45385,,,,,,,,,,,,4
2024,Chevrolet,new,1279.0,truck,34.0,51250,,,,,,,,,,,,5
2020,Cadillac,used,2127.0,suv,34528.0,30694,4.0,2.0,inline,237.0,258.0,gas,9A,FWD,"Luxury,Crossover",28.0,21.0,3
2021,Dodge,used,1472.0,sedan,57782.0,20998,6.0,3.6,V,292.0,260.0,gas,8A,RWD,Performance,30.0,19.0,2
2024,Chevrolet,new,1279.0,truck,15.0,59680,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,17.0,16.0,5
2022,Nissan,used,1487.0,crossover,27628.0,24650,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,AWD,Crossover,35.0,28.0,2
2017,Ford,used,969.0,coupe,22060.0,27610,8.0,5.0,V,435.0,400.0,gas,6M,RWD,Performance,25.0,15.0,3
2018,Chevrolet,used,1259.0,sedan,80170.0,13000,4.0,1.4,inline,153.0,177.0,gas,6A,FWD,,40.0,29.0,2
2023,Chevrolet,used,2420.0,crossover,8896.0,22045,0.0,,,,,electric,1D,FWD,Hatchback,,,2
2023,Chevrolet,used,1248.0,sedan,17410.0,21974,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,35.0,27.0,2
2024,Chevrolet,new,1254.0,truck,11.0,71440,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2021,Chevrolet,used,1279.0,truck,82138.0,25998,6.0,4.3,V,285.0,305.0,flex-fuel (FFV),6A,RWD,Flex Fuel,21.0,16.0,3
2024,Chevrolet,new,1279.0,truck,11.0,60215,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,17.0,16.0,5
2024,Chevrolet,new,1279.0,truck,10.0,59915,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,17.0,16.0,5
2024,Chevrolet,new,1252.0,suv,,28345,4.0,1.5,inline,175.0,203.0,gas,6A,AWD,Crossover,30.0,24.0,3
2024,Chevrolet,new,1210.0,suv,10.0,44970,6.0,3.6,V,308.0,270.0,gas,9A,AWD,"Crossover,Performance",26.0,18.0,4
2023,Chevrolet,used,1204.0,passenger_cargo_van,38945.0,38995,6.0,4.3,V,276.0,298.0,gas,8A,RWD,,,,4
2024,Acura,new,1349.0,hatchback,10.0,35295,4.0,1.5,inline,200.0,192.0,gas,Continuously Variable,FWD,"Luxury,Hatchback",37.0,30.0,3
2024,Acura,new,1349.0,hatchback,11.0,35295,4.0,1.5,inline,200.0,192.0,gas,Continuously Variable,FWD,"Luxury,Hatchback",37.0,30.0,3
2023,Acura,new,2060.0,sedan,12.0,41845,4.0,2.0,inline,272.0,280.0,gas,10A,FWD,Luxury,31.0,22.0,4
2023,Acura,new,2060.0,sedan,11.0,41845,4.0,2.0,inline,272.0,280.0,gas,10A,FWD,Luxury,31.0,22.0,4
2023,Acura,new,2060.0,sedan,10.0,50795,4.0,2.0,inline,272.0,280.0,gas,10A,AWD,"Luxury,Performance",29.0,21.0,5
2020,Chevrolet,used,1268.0,suv,59429.0,24655,6.0,3.6,V,305.0,260.0,gas,9A,FWD,Crossover,27.0,18.0,2
2024,Chevrolet,new,1276.0,suv,2.0,78090,8.0,5.3,V,355.0,383.0,gas,10A,AWD,"Diesel,Performance",20.0,15.0,7
2024,Chevrolet,new,1254.0,truck,2.0,62765,8.0,6.6,V,401.0,464.0,gas,10A,AWD,"Flex Fuel,Diesel",,,6
2024,Chevrolet,new,1254.0,truck,2.0,66535,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2024,Chevrolet,new,1252.0,suv,3.0,33390,4.0,1.5,inline,175.0,203.0,gas,6A,AWD,Crossover,30.0,24.0,3
2022,Toyota,used,909.0,sedan,26233.0,20995,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2024,Chevrolet,new,1245.0,suv,3.0,25165,3.0,1.2,inline,137.0,162.0,gas,Continuously Variable,FWD,Crossover,,,3
2019,Ford,used,961.0,suv,61735.0,23999,6.0,3.5,V,290.0,255.0,flex-fuel (FFV),6A,AWD,"Flex Fuel,Crossover,Performance",22.0,16.0,2
2023,Chevrolet,new,1268.0,suv,3.0,46100,6.0,3.6,V,310.0,266.0,gas,9A,AWD,Crossover,25.0,17.0,4
2020,Chevrolet,used,1276.0,suv,60643.0,38993,8.0,5.3,V,355.0,383.0,flex-fuel (FFV),6A,AWD,"Flex Fuel,Performance",21.0,15.0,4
2020,Ford,used,955.0,suv,52320.0,19799,4.0,2.0,inline,250.0,275.0,gas,8A,AWD,Crossover,28.0,21.0,2
2024,Chevrolet,new,1254.0,truck,2.0,67275,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2024,Chevrolet,new,1254.0,truck,2.0,70710,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2024,Chevrolet,new,1281.0,truck,3.0,70775,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2024,Chevrolet,new,1279.0,truck,1.0,54495,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,Diesel,20.0,15.0,5
2021,Toyota,used,880.0,suv,41447.0,26173,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,33.0,27.0,3
2024,Chevrolet,new,1279.0,truck,2.0,45495,,,,,,,,,,,,4
2019,Chevrolet,used,1252.0,suv,61122.0,16728,4.0,1.5,inline,170.0,203.0,gas,6A,FWD,Crossover,32.0,26.0,2
2024,Chevrolet,new,1252.0,suv,217.0,28990,4.0,1.5,inline,175.0,203.0,gas,6A,AWD,Crossover,30.0,24.0,3
2024,Honda,new,862.0,sedan,5.0,27100,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2024,Honda,new,862.0,sedan,5.0,26645,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2024,Honda,new,862.0,sedan,12.0,27100,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2024,Honda,new,867.0,suv,5.0,33360,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,3
2024,Honda,new,867.0,suv,7.0,36465,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,3
2024,Honda,new,2092.0,crossover,5.0,25950,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Crossover,32.0,26.0,3
2024,Honda,new,2092.0,crossover,7.0,25425,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Crossover,32.0,26.0,3
2024,Honda,new,2092.0,crossover,5.0,28505,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Crossover,32.0,26.0,3
2024,Honda,new,2092.0,crossover,5.0,28505,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Crossover,32.0,26.0,3
2024,Honda,new,857.0,minivan,5.0,44110,6.0,3.5,V,280.0,262.0,gas,10A,FWD,,28.0,19.0,4
2024,Honda,new,861.0,suv,13.0,49800,6.0,3.5,V,280.0,262.0,gas,9A,AWD,"Crossover,Performance",24.0,19.0,4
2024,Honda,new,865.0,suv,14.0,50850,6.0,3.5,V,285.0,262.0,gas,10A,AWD,"Crossover,Performance",25.0,19.0,5
2024,Honda,new,865.0,suv,7.0,55450,6.0,3.5,V,285.0,262.0,gas,10A,AWD,"Crossover,Performance",25.0,19.0,5
2024,Honda,new,865.0,suv,7.0,54330,6.0,3.5,V,285.0,262.0,gas,10A,AWD,"Crossover,Performance",25.0,19.0,5
2024,Acura,new,1341.0,suv,11.0,51495,4.0,2.0,inline,272.0,280.0,gas,10A,AWD,"Luxury,Crossover,Performance",26.0,21.0,5
2024,Acura,new,1341.0,suv,9.0,56100,4.0,2.0,inline,272.0,280.0,gas,10A,AWD,"Luxury,Crossover,Performance",26.0,21.0,5
2024,Acura,new,1346.0,suv,9.0,53845,6.0,3.5,V,290.0,267.0,gas,10A,AWD,"Luxury,Crossover",25.0,19.0,5
2024,Acura,new,1346.0,suv,7.0,53700,6.0,3.5,V,290.0,267.0,gas,10A,AWD,"Luxury,Crossover",25.0,19.0,5
2024,Acura,new,1346.0,suv,11.0,58545,6.0,3.5,V,290.0,267.0,gas,10A,AWD,"Luxury,Crossover",25.0,19.0,5
2023,Chevrolet,new,1240.0,suv,2.0,84850,8.0,5.3,V,355.0,383.0,gas,10A,AWD,"Diesel,Performance",19.0,15.0,7
2024,Chevrolet,new,1279.0,truck,3.0,60910,,,,,,,,,,,,5
