year,make,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,configuration_engine,horsepower_engine,torque_engine,type_engine,name_transmission,drivenWheels,market_categories,highway_mpg,city_mpg,segment
2016,Lexus,used,1891.0,sedan,66622.0,22499,6.0,3.5,V,311.0,280.0,gas,8A,RWD,"Luxury,High-Performance",,,2
2020,Mercedes-Benz,used,1020.0,sedan,71708.0,23449,4.0,2.0,inline,221.0,258.0,gas,7A,AWD,Luxury,33.0,23.0,2
2018,Ram,used,1711.0,truck,92519.0,17494,6.0,3.6,V,305.0,269.0,flex-fuel (FFV),8A,RWD,,25.0,17.0,2
2021,Chevrolet,used,1238.0,truck,63257.0,24999,,,,,,gas,,RWD,,25.0,,2
2021,BMW,used,2281.0,suv,66993.0,43999,6.0,3.0,inline,335.0,332.0,mild hybrid,8A,AWD,"Luxury,Crossover",24.0,19.0,4
2016,Toyota,used,906.0,truck,88798.0,24394,6.0,3.5,V,278.0,265.0,gas,,AWD,,,,2
2017,Volkswagen,used,2066.0,hatchback,62600.0,18799,4.0,2.0,inline,210.0,258.0,gas,6A,FWD,"Performance,Hatchback",32.0,24.0,2
2016,Audi,used,1386.0,sedan,35985.0,20699,6.0,3.0,V,333.0,325.0,gas,8A,AWD,"Luxury,Performance",30.0,20.0,2
2019,BMW,used,1322.0,suv,78455.0,29999,6.0,3.0,inline,335.0,330.0,gas,8A,AWD,"Luxury,Crossover,Performance",26.0,20.0,3
2019,BMW,used,1320.0,sedan,65776.0,19499,4.0,2.0,inline,248.0,258.0,gas,8A,RWD,"Luxury,Performance",34.0,24.0,2
2020,Ram,used,1715.0,truck,74961.0,40949,8.0,6.4,V,410.0,429.0,gas,8A,AWD,,,,4
2021,Nissan,used,1505.0,sedan,64901.0,18990,6.0,3.5,V,300.0,261.0,gas,Continuously Variable,FWD,Performance,30.0,20.0,2
2024,Nissan,used,1511.0,sedan,1164.0,22599,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,2
2019,Honda,used,862.0,sedan,34787.0,14499,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2018,Toyota,used,880.0,suv,79363.0,16099,4.0,2.5,inline,176.0,172.0,gas,6A,FWD,Crossover,30.0,23.0,2
2018,Chevrolet,used,1248.0,sedan,105127.0,12498,4.0,2.0,inline,250.0,260.0,gas,9A,FWD,Performance,33.0,22.0,1
2017,Maserati,used,1755.0,sedan,103460.0,15999,6.0,3.0,V,404.0,406.0,gas,8A,AWD,"Luxury,High-Performance,Exotic",24.0,16.0,2
2020,Toyota,used,906.0,truck,63976.0,19999,4.0,2.7,inline,159.0,180.0,gas,6A,RWD,,23.0,20.0,2
2021,Toyota,used,909.0,sedan,39808.0,16749,4.0,2.0,inline,169.0,151.0,gas,Continuously Variable,FWD,,,31.0,2
2020,BMW,used,1325.0,sedan,58324.0,21599,4.0,2.0,inline,255.0,295.0,gas,8A,RWD,"Luxury,Performance",36.0,26.0,2
2019,Honda,used,862.0,sedan,69915.0,18997,4.0,1.5,inline,205.0,192.0,gas,6M,FWD,"Factory Tuner,Performance",38.0,28.0,2
2018,Toyota,used,2182.0,crossover,98616.0,12999,4.0,2.0,inline,144.0,139.0,gas,Continuously Variable,FWD,Crossover,31.0,27.0,2
2016,GMC,used,1133.0,suv,60930.0,16699,6.0,3.6,V,288.0,270.0,gas,6A,AWD,Crossover,22.0,15.0,2
2020,Audi,used,1370.0,coupe,87026.0,33499,6.0,3.0,V,349.0,369.0,gas,8A,AWD,"Luxury,Factory Tuner,High-Performance",27.0,20.0,3
2016,Nissan,used,1484.0,coupe,99154.0,17198,6.0,3.7,V,,,gas,,RWD,,26.0,,2
2019,Hyundai,used,1056.0,suv,73780.0,15699,4.0,2.4,inline,185.0,178.0,gas,8A,FWD,Crossover,29.0,22.0,2
2019,Jeep,used,1408.0,suv,85152.0,13699,4.0,2.4,inline,180.0,171.0,gas,9A,FWD,Crossover,31.0,22.0,2
2021,Chevrolet,used,1248.0,sedan,49547.0,15499,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,36.0,29.0,2
2019,Honda,used,856.0,sedan,88202.0,17999,4.0,1.5,inline,192.0,192.0,gas,Continuously Variable,FWD,Performance,35.0,29.0,2
2022,Genesis,used,2254.0,sedan,34054.0,30499,6.0,3.3,V,365.0,376.0,gas,8A,,"Luxury,High-Performance",,,3
2022,Toyota,used,906.0,truck,43979.0,22999,4.0,2.7,inline,159.0,180.0,gas,6A,RWD,,23.0,20.0,2
2017,Infiniti,used,1617.0,sedan,98522.0,12699,6.0,3.0,V,300.0,295.0,gas,7A,RWD,"Luxury,Performance",29.0,20.0,2
2020,Land Rover,used,1043.0,suv,49977.0,26999,4.0,2.0,inline,246.0,269.0,gas,9A,AWD,"Luxury,Crossover",27.0,20.0,3
2021,Lexus,used,1885.0,sedan,35981.0,32997,6.0,3.5,V,311.0,280.0,gas,8A,RWD,"Luxury,Performance",28.0,20.0,3
2017,Ford,used,957.0,truck,78320.0,26499,6.0,,V,,,,6A,AWD,Flex Fuel,23.0,,3
2017,Ford,used,969.0,coupe,53703.0,26399,8.0,5.0,V,435.0,400.0,gas,6M,RWD,Performance,25.0,15.0,3
2022,Chevrolet,used,1248.0,sedan,52106.0,17199,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,36.0,29.0,2
2019,Honda,used,862.0,sedan,77979.0,14999,4.0,2.0,inline,158.0,138.0,gas,6M,FWD,,36.0,25.0,2
2020,Toyota,used,909.0,sedan,15732.0,18492,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2019,Jeep,used,1415.0,suv,54659.0,19654,6.0,3.6,V,295.0,260.0,gas,8A,RWD,,26.0,19.0,2
2014,Hyundai,used,1057.0,coupe,18847.0,19899,6.0,3.8,V,348.0,295.0,gas,,RWD,High-Performance,,16.0,2
2021,Toyota,used,909.0,sedan,23923.0,17898,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2015,Ford,used,992.0,hatchback,63264.0,7999,4.0,1.6,inline,120.0,112.0,gas,5M,FWD,Hatchback,36.0,28.0,1
2017,Ford,used,1004.0,wagon,75495.0,14999,4.0,2.0,inline,188.0,129.0,plug-in hybrid,Continuously Variable,FWD,,,,2
2017,Toyota,used,902.0,wagon,140798.0,15999,4.0,1.8,inline,134.0,,hybrid,Continuously Variable,FWD,Hybrid,39.0,43.0,2
2012,Mazda,used,1575.0,sedan,51793.0,11099,4.0,2.0,inline,148.0,135.0,gas,,FWD,,33.0,,1
2019,Honda,used,2092.0,crossover,52737.0,16199,4.0,1.8,inline,141.0,127.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,2
2019,Honda,used,862.0,hatchback,49389.0,17741,4.0,1.5,inline,174.0,162.0,gas,Continuously Variable,FWD,Hatchback,40.0,31.0,2
2017,Hyundai,used,1049.0,suv,67687.0,14076,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,Crossover,27.0,21.0,2
2017,Hyundai,used,1066.0,sedan,109184.0,10949,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,,36.0,25.0,1
2014,Jeep,used,1412.0,suv,75524.0,11849,4.0,2.0,inline,158.0,141.0,gas,6A,FWD,Crossover,28.0,21.0,1
2019,Lexus,used,2188.0,crossover,51332.0,25999,4.0,2.0,inline,235.0,258.0,gas,6A,FWD,"Luxury,Crossover",28.0,22.0,3
2020,Toyota,used,883.0,sedan,50495.0,20199,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2016,Lexus,used,2109.0,sedan,53933.0,21299,4.0,2.0,inline,241.0,258.0,gas,8A,RWD,Luxury,33.0,22.0,2
2022,Kia,used,2369.0,sedan,32075.0,17999,4.0,1.6,inline,180.0,195.0,gas,8A,,,,,2
2020,Subaru,used,1089.0,crossover,35117.0,24968,4.0,2.5,flat,182.0,176.0,gas,Continuously Variable,AWD,Crossover,33.0,26.0,2
2010,Lexus,used,1914.0,sedan,94336.0,12497,6.0,2.5,V,204.0,185.0,gas,,RWD,Luxury,,,1
2018,Kia,used,1726.0,sedan,25211.0,12949,4.0,1.6,inline,130.0,119.0,gas,,FWD,,37.0,,2
2017,Nissan,used,1505.0,sedan,64918.0,14910,6.0,3.5,V,300.0,261.0,gas,Continuously Variable,FWD,High-Performance,30.0,21.0,2
2021,Lexus,used,1917.0,suv,25598.0,32999,6.0,3.5,V,295.0,268.0,gas,8A,FWD,"Luxury,Crossover",27.0,20.0,3
2020,Chevrolet,used,2156.0,hatchback,29810.0,14499,0.0,,,,,electric,1D,FWD,Hatchback,,,2
2021,Ford,used,2367.0,suv,9954.0,30949,0.0,,,,,electric,1D,AWD,Hatchback,,,3
2019,Nissan,used,1501.0,truck,62939.0,24999,6.0,4.0,V,261.0,281.0,gas,,AWD,,21.0,,2
2015,Subaru,used,1083.0,coupe,129254.0,11826,4.0,2.0,flat,200.0,151.0,gas,6M,RWD,Performance,30.0,22.0,1
2017,Chevrolet,used,2156.0,hatchback,59246.0,15315,0.0,,,,,electric,1D,FWD,Hatchback,,,2
2021,Honda,used,864.0,sedan,60860.0,23500,4.0,1.5,inline,151.0,,hybrid,Continuously Variable,FWD,Hybrid,45.0,51.0,2
2024,Chevrolet,new,1270.0,coupe,12.0,81270,8.0,6.2,V,490.0,465.0,gas,8A,RWD,High-Performance,25.0,16.0,7
2023,Nissan,new,1505.0,sedan,10.0,38575,6.0,3.5,V,300.0,261.0,gas,Continuously Variable,FWD,Performance,30.0,20.0,4
2024,Honda,new,2092.0,crossover,1.0,24886,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Crossover,32.0,26.0,2
2019,Volkswagen,used,1667.0,sedan,41244.0,19600,4.0,2.0,inline,228.0,258.0,gas,7A,FWD,Performance,32.0,25.0,2
2024,Honda,new,862.0,sedan,8.0,30089,4.0,1.5,inline,180.0,177.0,gas,Continuously Variable,FWD,,38.0,31.0,3
2022,Honda,used,2352.0,suv,22215.0,33400,4.0,2.0,inline,212.0,232.0,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",35.0,40.0,3
2018,Mazda,used,1550.0,suv,64977.0,17600,4.0,2.5,inline,187.0,186.0,gas,6A,FWD,Crossover,31.0,25.0,2
2020,Honda,used,856.0,sedan,30391.0,20998,4.0,1.5,inline,192.0,192.0,gas,Continuously Variable,FWD,Performance,38.0,30.0,2
2024,Honda,new,862.0,sedan,2.0,25887,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2015,Chevrolet,used,1236.0,coupe,81802.0,15400,6.0,3.6,V,323.0,278.0,gas,6M,RWD,Performance,28.0,17.0,2
2019,Buick,used,1924.0,suv,23491.0,17200,4.0,1.4,inline,138.0,148.0,gas,6A,FWD,Crossover,31.0,26.0,2
2023,Hyundai,new,1056.0,suv,5.0,29733,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,Crossover,28.0,25.0,3
2023,Hyundai,new,1056.0,suv,5.0,34518,4.0,2.5,inline,191.0,181.0,gas,8A,AWD,Crossover,25.0,22.0,3
2019,Genesis,used,2254.0,sedan,37499.0,28895,6.0,3.3,V,365.0,376.0,gas,8A,,"Luxury,High-Performance",,17.0,3
2021,Chevrolet,used,1279.0,truck,62147.0,43850,4.0,2.7,inline,310.0,348.0,gas,8A,AWD,Diesel,22.0,19.0,4
2024,Chevrolet,new,1279.0,truck,7.0,51985,4.0,2.7,inline,310.0,430.0,gas,8A,AWD,,21.0,18.0,5
2021,Honda,used,2352.0,suv,44000.0,27910,4.0,2.0,inline,212.0,232.0,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",35.0,40.0,3
2023,Toyota,used,2427.0,coupe,8654.0,31845,4.0,2.4,flat,228.0,184.0,gas,6A,RWD,Performance,31.0,21.0,3
2016,Nissan,used,1487.0,crossover,10748.0,17586,4.0,2.5,inline,170.0,175.0,gas,Continuously Variable,AWD,Crossover,32.0,25.0,2
2023,Nissan,new,1487.0,crossover,4.0,30210,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2021,Nissan,certified pre-owned,1487.0,crossover,9859.0,23990,4.0,2.5,inline,181.0,181.0,gas,Continuously Variable,FWD,Crossover,35.0,27.0,2
2024,Lexus,new,2380.0,convertible,9.0,114275,8.0,5.0,V,471.0,398.0,gas,10A,RWD,"Luxury,High-Performance",25.0,15.0,
2024,Jeep,new,2408.0,suv,,52877,6.0,3.6,V,293.0,260.0,gas,8A,RWD,"Crossover,Performance",26.0,19.0,5
2023,Nissan,new,1511.0,sedan,7.0,34645,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,3
2023,Toyota,used,2514.0,crossover,3800.0,34901,0.0,,,,,electric,1D,FWD,Crossover,,,3
2021,Volvo,certified pre-owned,1780.0,suv,29906.0,34705,4.0,2.0,inline,250.0,258.0,gas,8A,FWD,"Luxury,Crossover",29.0,22.0,3
2020,Nissan,used,1508.0,suv,50195.0,24984,8.0,5.6,V,390.0,394.0,gas,7A,AWD,,18.0,13.0,2
2021,Nissan,used,1506.0,truck,9178.0,46939,8.0,5.6,V,400.0,413.0,gas,9A,AWD,,,15.0,4
2020,Jeep,certified pre-owned,1406.0,suv,51305.0,27000,6.0,3.6,V,285.0,260.0,gas,6M,AWD,,25.0,17.0,3
2024,Jeep,new,1415.0,suv,,67522,4.0,2.0,inline,375.0,470.0,plug-in hybrid,8A,AWD,Crossover,24.0,23.0,6
2023,Jeep,new,2294.0,truck,,51100,6.0,3.6,V,285.0,260.0,gas,6M,AWD,,23.0,16.0,5
2022,Volvo,certified pre-owned,1776.0,sedan,25822.0,35890,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,Luxury,33.0,25.0,3
2022,Nissan,used,2248.0,crossover,29875.0,17901,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2020,Volvo,certified pre-owned,1780.0,suv,41225.0,33417,4.0,2.0,inline,250.0,258.0,gas,8A,AWD,"Luxury,Crossover",27.0,20.0,3
2013,Lexus,used,1917.0,suv,122424.0,14670,6.0,3.5,V,270.0,248.0,gas,6A,FWD,"Luxury,Crossover",25.0,18.0,2
2024,Ram,new,1711.0,truck,5.0,54138,6.0,3.6,V,305.0,269.0,mild hybrid,8A,AWD,,24.0,19.0,5
2014,Dodge,used,1419.0,suv,118726.0,13980,6.0,3.6,V,290.0,260.0,gas,8A,RWD,"Crossover,Performance",25.0,18.0,2
2023,Nissan,new,1506.0,truck,3.0,59350,8.0,5.6,V,400.0,413.0,gas,9A,AWD,,,15.0,5
2023,Nissan,certified pre-owned,1487.0,crossover,640.0,30896,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,FWD,Crossover,37.0,30.0,3
2024,Nissan,new,1516.0,sedan,4.0,19204,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,,40.0,32.0,2
2021,Nissan,certified pre-owned,2175.0,crossover,60414.0,15980,4.0,2.0,inline,141.0,147.0,gas,Continuously Variable,FWD,Crossover,32.0,25.0,2
2022,Ford,used,955.0,suv,48165.0,19996,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,,28.0,21.0,2
2017,Cadillac,used,2127.0,suv,102204.0,15996,6.0,3.6,V,310.0,270.0,gas,8A,AWD,"Luxury,Crossover",26.0,18.0,2
2023,Nissan,new,1505.0,sedan,,44332,6.0,3.5,V,300.0,261.0,gas,Continuously Variable,FWD,Performance,30.0,20.0,4
2021,Nissan,certified pre-owned,1497.0,hatchback,19720.0,19997,0.0,,,,,electric,1D,FWD,Hatchback,,,2
2022,Chevrolet,used,1248.0,sedan,44526.0,17485,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,36.0,29.0,2
2024,Nissan,new,1511.0,sedan,,25687,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,39.0,27.0,3
2018,Nissan,used,1516.0,sedan,70503.0,12594,4.0,1.6,inline,109.0,107.0,gas,,FWD,,,,2
2022,Toyota,used,908.0,suv,33103.0,48250,6.0,4.0,V,270.0,278.0,gas,5A,AWD,,19.0,16.0,4
2024,Chevrolet,new,1245.0,suv,7.0,30750,3.0,1.3,inline,155.0,174.0,gas,9A,AWD,Crossover,29.0,26.0,3
2024,Mazda,new,1550.0,suv,5.0,30885,4.0,2.5,inline,187.0,186.0,gas,6A,AWD,Crossover,29.0,23.0,3
2023,Chevrolet,new,1276.0,suv,20.0,60890,8.0,5.3,V,355.0,383.0,gas,10A,RWD,"Diesel,Performance",20.0,15.0,5
2024,Chevrolet,new,1279.0,truck,,77975,6.0,3.0,inline,305.0,495.0,diesel,10A,AWD,Diesel,22.0,20.0,7
2023,Nissan,certified pre-owned,1511.0,sedan,13078.0,22847,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,37.0,27.0,2
2020,Hyundai,used,2304.0,suv,50391.0,33808,6.0,3.8,V,291.0,262.0,gas,8A,FWD,"Crossover,Performance",26.0,19.0,3
2019,Ram,used,1711.0,truck,83257.0,37699,6.0,3.6,V,305.0,269.0,mild hybrid,8A,AWD,Performance,24.0,19.0,4
2023,Nissan,used,2248.0,crossover,,24999,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,Hatchback,36.0,31.0,2
2023,Nissan,new,1487.0,crossover,7.0,39240,3.0,1.5,inline,201.0,225.0,gas,Continuously Variable,AWD,Crossover,34.0,28.0,4
2022,Nissan,used,1512.0,sedan,57760.0,16995,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2019,Volvo,used,1776.0,sedan,42060.0,28359,4.0,2.0,inline,316.0,295.0,gas,8A,AWD,"Luxury,Performance",32.0,21.0,3
2019,Toyota,used,883.0,sedan,60150.0,24710,4.0,2.5,inline,206.0,186.0,gas,8A,FWD,,39.0,28.0,2
2024,Toyota,new,883.0,sedan,1.0,30788,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,3
2017,Mazda,used,1550.0,suv,67680.0,19979,4.0,2.5,inline,187.0,185.0,gas,6A,FWD,Crossover,31.0,24.0,2
2020,Acura,used,2060.0,sedan,44789.0,22928,4.0,2.4,inline,206.0,182.0,gas,8A,FWD,Luxury,33.0,23.0,2
2016,Jeep,used,1408.0,suv,105790.0,12255,4.0,2.4,inline,184.0,171.0,gas,9A,FWD,Crossover,31.0,22.0,1
2022,Tesla,used,2217.0,sedan,58919.0,26901,0.0,,,,,electric,1D,RWD,"Luxury,Performance",,,3
2021,Volvo,certified pre-owned,1780.0,suv,29142.0,34704,4.0,2.0,inline,250.0,258.0,gas,8A,FWD,"Luxury,Crossover",29.0,22.0,3
2024,Toyota,new,880.0,suv,3.0,36550,4.0,2.5,inline,203.0,184.0,gas,8A,AWD,Crossover,33.0,27.0,3
2023,Toyota,used,2580.0,crossover,,33650,4.0,2.0,inline,196.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,45.0,3
2016,Cadillac,used,1531.0,sedan,64824.0,18650,6.0,3.6,V,304.0,264.0,gas,6A,FWD,"Luxury,Performance",28.0,18.0,2
2016,Lincoln,used,1196.0,suv,97796.0,14950,6.0,3.7,V,303.0,278.0,gas,6A,AWD,"Luxury,Crossover",26.0,17.0,2
2024,Chevrolet,new,1279.0,truck,2.0,63105,,,,,,,,,,,,6
2024,Ford,new,999.0,truck,3.0,98950,,,,,,,,,,,,8
2023,Ford,new,957.0,truck,1259.0,43335,,,V,,,flex-fuel (FFV),10A,RWD,"Hybrid,Flex Fuel",,,4
2020,Hyundai,used,1056.0,suv,68815.0,22499,4.0,2.4,inline,185.0,178.0,gas,8A,FWD,Crossover,29.0,22.0,2
2021,Hyundai,used,1066.0,sedan,41479.0,18999,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,,37.0,27.0,2
2020,Kia,used,1737.0,crossover,14075.0,17100,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,33.0,27.0,2
2023,Ford,new,938.0,suv,9.0,104710,6.0,3.0,V,418.0,440.0,gas,10A,AWD,,16.0,15.0,
2024,Chevrolet,new,1240.0,suv,1.0,79225,,,,,,,,,,,,7
2023,Hyundai,new,1056.0,suv,10.0,32352,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,Crossover,28.0,25.0,3
2021,Chevrolet,used,1245.0,suv,55342.0,18999,3.0,1.2,inline,137.0,162.0,gas,Continuously Variable,FWD,Crossover,31.0,28.0,2
2024,Chevrolet,new,1276.0,suv,2.0,64565,,,,,,,,,,,,6
2024,Chevrolet,new,1276.0,suv,3.0,75180,,,,,,,,,,,,7
2024,Honda,new,862.0,hatchback,5.0,27445,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,Hatchback,37.0,29.0,3
2024,Honda,new,867.0,suv,15.0,35985,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,3
2021,Toyota,certified pre-owned,909.0,sedan,48931.0,18968,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2022,Hyundai,used,1058.0,sedan,41656.0,18499,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,41.0,31.0,2
2022,Hyundai,used,1064.0,suv,28923.0,26500,4.0,2.5,inline,187.0,178.0,gas,8A,AWD,Crossover,29.0,24.0,3
2024,Hyundai,new,1064.0,suv,,37576,4.0,2.5,inline,187.0,178.0,gas,8A,FWD,Crossover,32.0,25.0,4
2014,Hyundai,used,1064.0,suv,120994.0,10500,4.0,2.4,inline,,,gas,6A,AWD,Crossover,25.0,20.0,1
2024,Hyundai,new,2304.0,suv,10.0,56100,6.0,3.8,V,291.0,262.0,gas,8A,AWD,"Crossover,Performance",24.0,19.0,5
2023,Mazda,new,2138.0,convertible,5.0,38130,4.0,2.0,inline,181.0,151.0,gas,,RWD,Performance,,26.0,4
2024,Mazda,new,1550.0,suv,,33925,4.0,2.5,inline,187.0,186.0,gas,6A,AWD,Crossover,29.0,23.0,3
2024,Mazda,new,1550.0,suv,1.0,33685,4.0,2.5,inline,187.0,186.0,gas,6A,AWD,Crossover,29.0,23.0,3
2024,Mazda,new,1550.0,suv,,33725,4.0,2.5,inline,187.0,186.0,gas,6A,AWD,Crossover,29.0,23.0,3
2024,Mazda,new,2346.0,suv,1.0,28845,4.0,2.5,inline,191.0,186.0,gas,6A,AWD,Crossover,33.0,26.0,3
2017,Toyota,used,883.0,sedan,69822.0,18951,4.0,2.5,inline,178.0,170.0,gas,6A,FWD,,33.0,24.0,2
2024,Toyota,new,883.0,sedan,10.0,28158,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,3
2020,Ford,certified pre-owned,957.0,truck,57923.0,31950,,,,,,,,,,,,3
2023,Lincoln,new,1193.0,suv,54.0,61675,6.0,3.0,V,400.0,415.0,gas,10A,RWD,"Luxury,Crossover,Performance",26.0,18.0,5
2018,Alfa Romeo,used,2212.0,crossover,76122.0,17391,4.0,2.0,inline,280.0,306.0,gas,8A,AWD,"Luxury,Crossover",28.0,22.0,2
2018,Ford,used,957.0,truck,46003.0,36985,,,V,,,gas,,AWD,Diesel,,,3
2021,Hyundai,used,1066.0,sedan,72265.0,17450,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,,38.0,28.0,2
2023,Ford,used,957.0,truck,8500.0,63500,,,V,,,,10A,AWD,,,,6
2021,Ford,used,969.0,convertible,62901.0,21399,4.0,2.3,inline,310.0,350.0,gas,6M,RWD,Performance,27.0,20.0,2
2019,Volkswagen,used,2066.0,hatchback,37655.0,25498,4.0,2.0,inline,228.0,258.0,gas,6M,FWD,"Performance,Hatchback",32.0,24.0,3
2023,Ford,new,2325.0,passenger_cargo_van,10.0,56640,6.0,3.5,V,275.0,260.0,flex-fuel (FFV),10A,RWD,Flex Fuel,,,5
2022,Honda,used,862.0,sedan,18491.0,25455,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,37.0,30.0,3
2024,Honda,new,867.0,suv,15.0,35290,4.0,1.5,inline,190.0,179.0,gas,Continuously Variable,AWD,Crossover,32.0,27.0,3
2023,Toyota,new,894.0,truck,6.0,57601,6.0,3.5,V,389.0,479.0,gas,10A,RWD,,23.0,18.0,5
2024,Toyota,new,2580.0,crossover,10.0,32146,4.0,2.0,inline,196.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",,,3
2023,Toyota,certified pre-owned,876.0,crossover,4065.0,34851,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",37.0,40.0,3
2024,Toyota,new,908.0,suv,10.0,47010,6.0,4.0,V,270.0,278.0,gas,5A,AWD,,19.0,16.0,4
2020,Ford,used,955.0,suv,60186.0,20709,4.0,2.0,inline,250.0,275.0,gas,8A,FWD,"Crossover,Performance",29.0,21.0,2
2018,Honda,used,865.0,suv,106050.0,23524,6.0,3.5,V,280.0,262.0,gas,9A,FWD,"Crossover,Performance",27.0,20.0,2
2022,Buick,certified pre-owned,2334.0,suv,37239.0,18977,3.0,1.2,inline,137.0,162.0,gas,Continuously Variable,FWD,Crossover,31.0,29.0,2
2020,Nissan,certified pre-owned,1496.0,suv,34139.0,25988,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,20.0,3
2021,Buick,used,2129.0,suv,52124.0,22800,4.0,2.0,inline,230.0,258.0,gas,9A,FWD,"Crossover,Performance",31.0,24.0,2
2016,Chevrolet,used,1254.0,truck,130526.0,34800,8.0,6.0,V,360.0,380.0,flex-fuel (FFV),6A,AWD,"Flex Fuel,Diesel",,,3
2016,Honda,used,867.0,suv,111696.0,17250,4.0,2.4,inline,185.0,181.0,gas,Continuously Variable,AWD,Crossover,31.0,25.0,2
2020,Ford,certified pre-owned,965.0,sedan,63033.0,20436,4.0,2.0,inline,245.0,275.0,gas,6A,AWD,Performance,29.0,20.0,2
2022,Ford,new,981.0,truck,43.0,58745,,,,,,,,,,,,5
2021,Ram,used,1715.0,truck,27789.0,55000,8.0,6.4,V,410.0,429.0,gas,8A,AWD,Diesel,,,5
2023,Ford,new,957.0,truck,32.0,51630,6.0,,V,,,,10A,AWD,,,,5
2023,Ford,new,2441.0,truck,54.0,51990,0.0,,,,,electric,1D,AWD,,,,5
2024,Ford,new,999.0,truck,12.0,60800,,,,,,,,,,,,5
2024,Ford,new,981.0,truck,7.0,52235,,,,,,,,,,,,5
2019,Audi,used,1371.0,suv,55745.0,31874,6.0,3.0,V,329.0,325.0,gas,8A,AWD,"Luxury,Crossover,Performance",25.0,19.0,3
2018,Ford,used,957.0,truck,67875.0,44374,6.0,3.5,V,450.0,510.0,gas,10A,AWD,Factory Tuner,18.0,15.0,4
2021,GMC,certified pre-owned,1118.0,truck,27158.0,27699,6.0,3.6,V,308.0,275.0,gas,8A,AWD,,22.0,16.0,3
2022,Nissan,certified pre-owned,1501.0,truck,12102.0,25487,6.0,3.8,V,310.0,281.0,gas,9A,RWD,,24.0,18.0,3
2021,Volvo,certified pre-owned,1780.0,suv,44283.0,35444,4.0,2.0,inline,316.0,295.0,gas,8A,AWD,"Luxury,Crossover,Performance",27.0,20.0,3
2022,Volvo,certified pre-owned,1780.0,suv,21167.0,36611,4.0,2.0,inline,247.0,258.0,mild hybrid,8A,AWD,"Luxury,Crossover",28.0,22.0,3
2023,GMC,certified pre-owned,1122.0,suv,18449.0,78744,8.0,6.2,V,420.0,460.0,gas,10A,AWD,"Diesel,Performance",18.0,14.0,7
